490176.18000 0         0.00000         0.00000         0.00000  0.000000000  0.000000000  0.000000000         0.00000  0.000000000         0.00000         0.00000         0.00000         0.00000         0.00000         0.00000  0.000000000  0         0.00000         0.00000         0.00000         0.00000  0.000000000         0.00000         0.00000         0.00000  0.000000000  0         0.00000         0.00000         0.00000         0.00000  0.000000000         0.00000         0.00000         0.00000  0.000000000  0         0.00000         0.00000         0.00000         0.00000  0.000000000         0.00000         0.00000         0.00000  0.000000000  0         0.00000         0.00000         0.00000         0.00000  0.000000000         0.00000         0.00000         0.00000  0.000000000  0         0.00000         0.00000         0.00000         0.00000  0.000000000         0.00000         0.00000         0.00000  0.000000000  1   -318184.79233         0.00000         0.00000         0.00000  0.000000000         0.00000         0.00000         0.00000  0.000000000  0         0.00000         0.00000         0.00000         0.00000  0.000000000         0.00000         0.00000         0.00000  0.000000000  0         0.00000         0.00000         0.00000         0.00000  0.000000000         0.00000         0.00000         0.00000  0.000000000  0         0.00000         0.00000         0.00000         0.00000  0.000000000         0.00000         0.00000         0.00000  0.000000000  0         0.00000         0.00000         0.00000         0.00000  0.000000000         0.00000         0.00000         0.00000  0.000000000  0         0.00000         0.00000         0.00000         0.00000  0.000000000         0.00000         0.00000         0.00000  0.000000000  0         0.00000         0.00000         0.00000         0.00000  0.000000000         0.00000         0.00000         0.00000  0.000000000 
490176.38003 0         0.00000         0.00000         0.00000  0.000000000  0.000000000  0.000000000         0.00000  0.000000000         0.00000         0.00000         0.00000         0.00000         0.00000         0.00000  0.000000000  1    693761.46619         0.00000         0.00000         0.00000  0.000000000         0.00000         0.00000         0.00000  0.000000000  1     -1137.16089         0.00000         0.00000         0.00000  0.000000000         0.00000         0.00000         0.00000  0.000000000  1   1590102.37052         0.00000         0.00000         0.00000  0.000000000         0.00000         0.00000         0.00000  0.000000000  1    202946.76522         0.00000         0.00000         0.00000  0.000000000         0.00000         0.00000         0.00000  0.000000000  1    219484.94733         0.00000         0.00000         0.00000  0.000000000         0.00000         0.00000         0.00000  0.000000000  1   -318223.37477         0.00000         0.00000         0.00000  0.000000000         0.00000         0.00000         0.00000  0.000000000  0         0.00000         0.00000         0.00000         0.00000  0.000000000         0.00000         0.00000         0.00000  0.000000000  0         0.00000         0.00000         0.00000         0.00000  0.000000000         0.00000         0.00000         0.00000  0.000000000  0         0.00000         0.00000         0.00000         0.00000  0.000000000         0.00000         0.00000         0.00000  0.000000000  0         0.00000         0.00000         0.00000         0.00000  0.000000000         0.00000         0.00000         0.00000  0.000000000  0         0.00000         0.00000         0.00000         0.00000  0.000000000         0.00000         0.00000         0.00000  0.000000000  0         0.00000         0.00000         0.00000         0.00000  0.000000000         0.00000         0.00000         0.00000  0.000000000 
490176.58006 0         0.00000         0.00000         0.00000  0.000000000  0.000000000  0.000000000         0.00000  0.000000000         0.00000         0.00000         0.00000         0.00000         0.00000         0.00000  0.000000000  1    693715.27546         0.00000         0.00000         0.00000  0.000000000         0.00000         0.00000         0.00000  0.000000000  1     -1132.64128         0.00000         0.00000         0.00000  0.000000000         0.00000         0.00000         0.00000  0.000000000  1   1589962.50703         0.00000         0.00000         0.00000  0.000000000         0.00000         0.00000         0.00000  0.000000000  1    202985.34765         0.00000         0.00000         0.00000  0.000000000         0.00000         0.00000         0.00000  0.000000000  1    219522.46530         0.00000         0.00000         0.00000  0.000000000         0.00000         0.00000         0.00000  0.000000000  1   -318262.07935         0.00000         0.00000         0.00000  0.000000000         0.00000         0.00000         0.00000  0.000000000  0         0.00000         0.00000         0.00000         0.00000  0.000000000         0.00000         0.00000         0.00000  0.000000000  0         0.00000         0.00000         0.00000         0.00000  0.000000000         0.00000         0.00000         0.00000  0.000000000  0         0.00000         0.00000         0.00000         0.00000  0.000000000         0.00000         0.00000         0.00000  0.000000000  0         0.00000         0.00000         0.00000         0.00000  0.000000000         0.00000         0.00000         0.00000  0.000000000  0         0.00000         0.00000         0.00000         0.00000  0.000000000         0.00000         0.00000         0.00000  0.000000000  0         0.00000         0.00000         0.00000         0.00000  0.000000000         0.00000         0.00000         0.00000  0.000000000 
490176.78009 0         0.00000         0.00000         0.00000  0.000000000  0.000000000  0.000000000         0.00000  0.000000000         0.00000         0.00000         0.00000         0.00000         0.00000         0.00000  0.000000000  1    693668.71828         0.00000         0.00000         0.00000  0.000000000         0.00000         0.00000         0.00000  0.000000000  1     -1127.23172         0.00000         0.00000         0.00000  0.000000000         0.00000         0.00000         0.00000  0.000000000  1   1589822.60863         0.00000         0.00000         0.00000  0.000000000         0.00000         0.00000         0.00000  0.000000000  1    203023.35423         0.00000         0.00000         0.00000  0.000000000         0.00000         0.00000         0.00000  0.000000000  1    219560.94303         0.00000         0.00000         0.00000  0.000000000         0.00000         0.00000         0.00000  0.000000000  1   -318301.67389         0.00000         0.00000         0.00000  0.000000000         0.00000         0.00000         0.00000  0.000000000  0         0.00000         0.00000         0.00000         0.00000  0.000000000         0.00000         0.00000         0.00000  0.000000000  0         0.00000         0.00000         0.00000         0.00000  0.000000000         0.00000         0.00000         0.00000  0.000000000  0         0.00000         0.00000         0.00000         0.00000  0.000000000         0.00000         0.00000         0.00000  0.000000000  0         0.00000         0.00000         0.00000         0.00000  0.000000000         0.00000         0.00000         0.00000  0.000000000  0         0.00000         0.00000         0.00000         0.00000  0.000000000         0.00000         0.00000         0.00000  0.000000000  0         0.00000         0.00000         0.00000         0.00000  0.000000000         0.00000         0.00000         0.00000  0.000000000 
490176.98012 0         0.00000         0.00000         0.00000  0.000000000  0.000000000  0.000000000         0.00000  0.000000000         0.00000         0.00000         0.00000         0.00000         0.00000         0.00000  0.000000000  1    693621.42819         0.00000         0.00000         0.00000  0.000000000         0.00000         0.00000         0.00000  0.000000000  1     -1121.70000         0.00000         0.00000         0.00000  0.000000000         0.00000         0.00000         0.00000  0.000000000  1   1589682.37868         0.00000         0.00000         0.00000  0.000000000         0.00000         0.00000         0.00000  0.000000000  1    203060.61044         0.00000         0.00000         0.00000  0.000000000         0.00000         0.00000         0.00000  0.000000000  1    219599.36841         0.00000         0.00000         0.00000  0.000000000         0.00000         0.00000         0.00000  0.000000000  1   -318341.05903         0.00000         0.00000         0.00000  0.000000000         0.00000         0.00000         0.00000  0.000000000  0         0.00000         0.00000         0.00000         0.00000  0.000000000         0.00000         0.00000         0.00000  0.000000000  0         0.00000         0.00000         0.00000         0.00000  0.000000000         0.00000         0.00000         0.00000  0.000000000  0         0.00000         0.00000         0.00000         0.00000  0.000000000         0.00000         0.00000         0.00000  0.000000000  0         0.00000         0.00000         0.00000         0.00000  0.000000000         0.00000         0.00000         0.00000  0.000000000  0         0.00000         0.00000         0.00000         0.00000  0.000000000         0.00000         0.00000         0.00000  0.000000000  0         0.00000         0.00000         0.00000         0.00000  0.000000000         0.00000         0.00000         0.00000  0.000000000 
490177.18039 0         0.00000         0.00000         0.00000  0.000000000  0.000000000  0.000000000         0.00000  0.000000000         0.00000         0.00000         0.00000         0.00000         0.00000         0.00000  0.000000000  1    693573.87635         0.00000         0.00000         0.00000  0.000000000         0.00000         0.00000         0.00000  0.000000000  1     -1115.59242         0.00000         0.00000         0.00000  0.000000000         0.00000         0.00000         0.00000  0.000000000  1   1589541.31112         0.00000         0.00000         0.00000  0.000000000         0.00000         0.00000         0.00000  0.000000000  1    203098.00626         0.00000         0.00000         0.00000  0.000000000         0.00000         0.00000         0.00000  0.000000000  1    219637.51458         0.00000         0.00000         0.00000  0.000000000         0.00000         0.00000         0.00000  0.000000000  1   -318380.18242         0.00000         0.00000         0.00000  0.000000000         0.00000         0.00000         0.00000  0.000000000  0         0.00000         0.00000         0.00000         0.00000  0.000000000         0.00000         0.00000         0.00000  0.000000000  0         0.00000         0.00000         0.00000         0.00000  0.000000000         0.00000         0.00000         0.00000  0.000000000  0         0.00000         0.00000         0.00000         0.00000  0.000000000         0.00000         0.00000         0.00000  0.000000000  0         0.00000         0.00000         0.00000         0.00000  0.000000000         0.00000         0.00000         0.00000  0.000000000  0         0.00000         0.00000         0.00000         0.00000  0.000000000         0.00000         0.00000         0.00000  0.000000000  0         0.00000         0.00000         0.00000         0.00000  0.000000000         0.00000         0.00000         0.00000  0.000000000 
490177.38042 0         0.00000         0.00000         0.00000  0.000000000  0.000000000  0.000000000         0.00000  0.000000000         0.00000         0.00000         0.00000         0.00000         0.00000         0.00000  0.000000000  1    693526.32451         0.00000         0.00000         0.00000  0.000000000         0.00000         0.00000         0.00000  0.000000000  1     -1110.61911         0.00000         0.00000         0.00000  0.000000000         0.00000         0.00000         0.00000  0.000000000  1   1589401.29057         0.00000         0.00000         0.00000  0.000000000         0.00000         0.00000         0.00000  0.000000000  1    203135.99538         0.00000         0.00000         0.00000  0.000000000         0.00000         0.00000         0.00000  0.000000000  1    219675.78291         0.00000         0.00000         0.00000  0.000000000         0.00000         0.00000         0.00000  0.000000000  1   -318419.37561         0.00000         0.00000         0.00000  0.000000000         0.00000         0.00000         0.00000  0.000000000  0         0.00000         0.00000         0.00000         0.00000  0.000000000         0.00000         0.00000         0.00000  0.000000000  0         0.00000         0.00000         0.00000         0.00000  0.000000000         0.00000         0.00000         0.00000  0.000000000  0         0.00000         0.00000         0.00000         0.00000  0.000000000         0.00000         0.00000         0.00000  0.000000000  0         0.00000         0.00000         0.00000         0.00000  0.000000000         0.00000         0.00000         0.00000  0.000000000  0         0.00000         0.00000         0.00000         0.00000  0.000000000         0.00000         0.00000         0.00000  0.000000000  0         0.00000         0.00000         0.00000         0.00000  0.000000000         0.00000         0.00000         0.00000  0.000000000 
490177.58069 0         0.00000         0.00000         0.00000  0.000000000  0.000000000  0.000000000         0.00000  0.000000000         0.00000         0.00000         0.00000         0.00000         0.00000         0.00000  0.000000000  1    693479.95928         0.00000         0.00000         0.00000  0.000000000         0.00000         0.00000         0.00000  0.000000000  1     -1105.62835         0.00000         0.00000         0.00000  0.000000000         0.00000         0.00000         0.00000  0.000000000  1   1589261.00827         0.00000         0.00000         0.00000  0.000000000         0.00000         0.00000         0.00000  0.000000000  1    203174.38586         0.00000         0.00000         0.00000  0.000000000         0.00000         0.00000         0.00000  0.000000000  1    219714.34789         0.00000         0.00000         0.00000  0.000000000         0.00000         0.00000         0.00000  0.000000000  1   -318457.80099         0.00000         0.00000         0.00000  0.000000000         0.00000         0.00000         0.00000  0.000000000  0         0.00000         0.00000         0.00000         0.00000  0.000000000         0.00000         0.00000         0.00000  0.000000000  0         0.00000         0.00000         0.00000         0.00000  0.000000000         0.00000         0.00000         0.00000  0.000000000  0         0.00000         0.00000         0.00000         0.00000  0.000000000         0.00000         0.00000         0.00000  0.000000000  0         0.00000         0.00000         0.00000         0.00000  0.000000000         0.00000         0.00000         0.00000  0.000000000  0         0.00000         0.00000         0.00000         0.00000  0.000000000         0.00000         0.00000         0.00000  0.000000000  0         0.00000         0.00000         0.00000         0.00000  0.000000000         0.00000         0.00000         0.00000  0.000000000 
490177.78072 0         0.00000         0.00000         0.00000  0.000000000  0.000000000  0.000000000         0.00000  0.000000000         0.00000         0.00000         0.00000         0.00000         0.00000         0.00000  0.000000000  1    693433.40210         0.00000         0.00000         0.00000  0.000000000         0.00000         0.00000         0.00000  0.000000000  1     -1100.77719         0.00000         0.00000         0.00000  0.000000000         0.00000         0.00000         0.00000  0.000000000  1   1589120.91792         0.00000         0.00000         0.00000  0.000000000         0.00000         0.00000         0.00000  0.000000000  1    203213.70120         0.00000         0.00000         0.00000  0.000000000         0.00000         0.00000         0.00000  0.000000000  1    219752.96523         0.00000         0.00000         0.00000  0.000000000         0.00000         0.00000         0.00000  0.000000000  1   -318495.99952         0.00000         0.00000         0.00000  0.000000000         0.00000         0.00000         0.00000  0.000000000  0         0.00000         0.00000         0.00000         0.00000  0.000000000         0.00000         0.00000         0.00000  0.000000000  0         0.00000         0.00000         0.00000         0.00000  0.000000000         0.00000         0.00000         0.00000  0.000000000  0         0.00000         0.00000         0.00000         0.00000  0.000000000         0.00000         0.00000         0.00000  0.000000000  0         0.00000         0.00000         0.00000         0.00000  0.000000000         0.00000         0.00000         0.00000  0.000000000  0         0.00000         0.00000         0.00000         0.00000  0.000000000         0.00000         0.00000         0.00000  0.000000000  0         0.00000         0.00000         0.00000         0.00000  0.000000000         0.00000         0.00000         0.00000  0.000000000 
490177.98075 0         0.00000         0.00000         0.00000  0.000000000  0.000000000  0.000000000         0.00000  0.000000000         0.00000         0.00000         0.00000         0.00000         0.00000         0.00000  0.000000000  1    693387.15902         0.00000         0.00000         0.00000  0.000000000         0.00000         0.00000         0.00000  0.000000000  1     -1095.66427         0.00000         0.00000         0.00000  0.000000000         0.00000         0.00000         0.00000  0.000000000  1   1588981.31618         0.00000         0.00000         0.00000  0.000000000         0.00000         0.00000         0.00000  0.000000000  1    203253.54005         0.00000         0.00000         0.00000  0.000000000         0.00000         0.00000         0.00000  0.000000000  1    219790.84965         0.00000         0.00000         0.00000  0.000000000         0.00000         0.00000         0.00000  0.000000000  1   -318533.79669         0.00000         0.00000         0.00000  0.000000000         0.00000         0.00000         0.00000  0.000000000  0         0.00000         0.00000         0.00000         0.00000  0.000000000         0.00000         0.00000         0.00000  0.000000000  0         0.00000         0.00000         0.00000         0.00000  0.000000000         0.00000         0.00000         0.00000  0.000000000  0         0.00000         0.00000         0.00000         0.00000  0.000000000         0.00000         0.00000         0.00000  0.000000000  0         0.00000         0.00000         0.00000         0.00000  0.000000000         0.00000         0.00000         0.00000  0.000000000  0         0.00000         0.00000         0.00000         0.00000  0.000000000         0.00000         0.00000         0.00000  0.000000000  0         0.00000         0.00000         0.00000         0.00000  0.000000000         0.00000         0.00000         0.00000  0.000000000 
